tweet_id,airline,name,text,tweet_coord,tweet_created,tweet_location
768319369428336640,American,PaulBeckerFit,I recommend a boycott of @AmericanAir 4 constant delays &amp; Landed n LA over an hour ago &amp; still stuck on my overheated plane,,2016-08-24 05:29:47,
895617448770252800,United,Kazuto_Yamazaki,@pledgelessly @united Missed,,2017-08-10 12:06:54,
905799589747359744,Delta,edditnyc,@chelseahandler @RoneJae @Delta What are you guys doing? Sick.,,2017-09-07 14:27:05,
886221141634945024,United,OfficialJuniad,RT @ScHoolboyQ: You guys r idiots @united HOW U PUT MY DOG ON THE WRONG FLIGHT???? I need answers,,2017-07-15 13:49:20,
841291555109396480,Southwest,roshie417,@SouthwestAir is there a way to change my name on my Rapid Rewards account without faxing you??,,2017-03-13 14:15:11,
651532371548725248,United,roshie417,@united Thanks for the help!,,2015-10-06 22:59:56,
886250674035589121,United,cindicin77,RT @ScHoolboyQ: You guys r idiots @united HOW U PUT MY DOG ON THE WRONG FLIGHT???? I need answers,,2017-07-15 15:46:41,
860514299202109440,Delta,_cfink2,RT @NBCDFW: Family kicked off @Delta flight over child's seat: https://t.co/FNWC96MD40 https://t.co/e3rjFrDgCx,,2017-05-05 15:19:31,
886014389693935618,United,z_paul7,RT @ScHoolboyQ: You guys r idiots @united HOW U PUT MY DOG ON THE WRONG FLIGHT???? I need answers,,2017-07-15 00:07:46,
901608638900576256,JetBlue,orangebooknm,Poor @JetBlue #NErevs,"-71.315972,41.487167",2017-08-27 00:53:45,"Newport, RI"
884934567139868676,United,Chef29Brix,"@united Thanks JR! Got an update, looks like 9:35 now.... just don't cancel me, I'm tired... and have to fly Thurs and Friday",,2017-07-12 00:36:56,
880431682192539648,United,Chef29Brix,Ok @united why can't I get from IAD to MIA on aug 21 direct in the AM.... don't make me fly AA,"-77.4771055,39.0311592",2017-06-29 14:24:05,"Ashburn, VA"
846062463623876609,United,Chef29Brix,This would not be appropriate attire... imagine your kids sitting next to this. @united @washingtonpost https://t.co/NTYgWzT0JM,,2017-03-26 18:13:05,
484400484208234496,American,AbbieF,@GMA #socialsquare. I left my kindle on an @AmericanAir flight. A couple tweets and a few DMs and my kindle was found and returned.,,2014-07-02 18:17:29,
893545995233103872,Delta,jeffbigham,"@Delta nice, \u2026 but, uh, is that a miller lite in your line-up of ""regional selections""?  what region do i need to avoid? :)","-79.98068965,40.4313888",2017-08-04 18:55:41,"Pittsburgh, PA"
886600361846358017,Delta,jeffbigham,@i_am_erip @Delta I'd settle for SLC though,,2017-07-16 14:56:13,
851467951677034497,United,thecamboucher,RT @ameliabonow: @laurenduca Here is a smart thread to make your feelings about @United even deeper and more depressing https://t.co/onWT08\u2026,,2017-04-10 16:12:33,
808441714889232384,American,thecamboucher,@AmericanAir sent it,"-117.10498915,32.810012199999996",2016-12-12 22:41:39,"San Diego, CA"
851488964137635840,United,albis_music,.@united #shameonyou,,2017-04-10 17:36:03,
304627667767025666,American,sarahmbaraba,"RT @ksdknews: Breaking: Starting at 3pm today, all @AmericanAir flights out of @flystl will be cancelled. They will reevaluate tomorrow. ...",,2013-02-21 16:24:30,
853990197704478721,American,DameTraveler,@AmericanAir Done,,2017-04-17 15:15:04,
853968336547459074,American,DameTraveler,"Terrifying flight en route to LGA from DTW on @AmericanAir. Complications blamed on the ""wind"" but clearly bc of an inexperienced pilot.","-73.9487755,40.655138",2017-04-17 13:48:12,"Brooklyn, NY"
890952114649923584,JetBlue,dgingiss,RT @messagenowww: @JetBlue setting the bar for #CustomerService 10 minute response time on @TwitterBusiness #FOCS  https://t.co/2hOrtO1mTm,,2017-07-28 15:08:31,
870335335988961280,Southwest,dgingiss,"@carlosgil83 @SouthwestAir Agreed But you're jumping ahead to Q8, haha! #TwitterSmarter",,2017-06-01 17:44:48,
867054508760866818,Delta,dgingiss,RT @iSocialFanz: @dgingiss @Delta #Shakeupshow throwback! \u2764\ufe0f\U0001f447 https://t.co/xXgoh2OpCv,,2017-05-23 16:27:58,
866791925306859520,Delta,dgingiss,@Aimee_Lucas @Delta Great to hear! \u2708\ufe0f,,2017-05-22 23:04:33,
928074619646554113,United,EmilyCello,"@JonesChrisA @AirlineFlyer @united This may be the textbook example of ""huge bummer"".","-77.0908695,38.81738005",2017-11-08 01:40:06,"Alexandria, VA"
913635056140169216,Southwest,UBELouisiana,RT @HerbHernandez: Power under all the seats. Nice job @SouthwestAir  ! https://t.co/t7Tj9fRfSu,,2017-09-29 05:22:26,
912828876350357504,Southwest,UBELouisiana,RT @SouthwestAir: For Customers seeking accommodations in San Juan (SJU): https://t.co/4lhzzSePHU. https://t.co/hmUGOmHMN8,,2017-09-26 23:58:58,
842923377446678529,Southwest,jackiebeansss,RT @SouthwestAir: Flying Southwest on a holiday? You\u2019re in luck. Spot our Employees having fun and share them with us using #SouthwestHeart\u2026,,2017-03-18 02:19:28,
720711799285231617,Southwest,jackiebeansss,RT @SouthwestAir: Keep your eyes to the skies and you might see a little #SouthwestHeart. #LookUpAtTheSkyDay https://t.co/F3iUfouZ8M,,2016-04-14 20:34:17,
718516881141858304,Southwest,jackiebeansss,RT @SouthwestAir: Leaving work on #Friday like... https://t.co/XkETH01YQW,,2016-04-08 19:12:28,
886731134356336640,Delta,teresamaly,@Sarahisworried @Delta @AnnCoulter Those cookies with in-flight ginger ale? Bomb.,,2017-07-16 23:35:51,
913646716561379329,Delta,KHab69,@KLM I want a refund for me and the 5 other people I booked. @Delta also changed our seats after selecting them 6 monthsvin advance.,,2017-09-29 06:08:46,
913437953350946816,Delta,KHab69,@KLM @Delta AND we picked these seats 6 MONTHS in advance. The last @delta flight we had 31 to 33 A/B and those wer\u2026 https://t.co/lFKqnyiOst,,2017-09-28 16:19:13,
846394849079283712,Delta,KHab69,"@Delta How do you partner with @klm that charge to select seats on long flights, prior to checking in?",,2017-03-27 16:13:51,
635234235138371585,Southwest,opie,@BWI_Airport @SouthwestAir Worst baggage claim in the country. Been on the ground over 20 minutes and nothing,,2015-08-22 23:36:58,
605521776169381888,Southwest,opie,@SouthwestAir Why do you not let me re-email an upcoming itinerary from my account?,,2015-06-01 23:50:16,
905458123346989057,Delta,SushGirl,RT @IheartBravoTV: @Delta EXPLAIN THIS! \n\n#unfairfare #Delta #hurricaneirma2017 #HuricaneIrma #Miami #IrmaHurricane https://t.co/M7PuwAV4lg,,2017-09-06 15:50:13,
885734598021267456,Southwest,loveheals_,RT @ramblgy: @SouthwestAir @lexxaye  https://t.co/I0jgCtYhUP,,2017-07-14 05:35:58,
476701872120942592,Delta,haleydraz,"#UnitedAirlines and #Delta will reward miles based on dollars spent, not miles traveled, starting next year via #CNN",,2014-06-11 12:25:57,
898961000770277377,United,TheKeetsTweets,@united Way too easy,"-82.98577205000001,39.9946835",2017-08-19 17:32:59,"Columbus, OH"
889902096505610240,Delta,TheKeetsTweets,@NoCal_530 @Delta @Crystalball1976 I prefer to keep my blood inside my body thanks.,"-82.66946745,40.365159500000004",2017-07-25 17:36:08,"Ohio, USA"
862840115009384449,American,TheKeetsTweets,"@DaveWallsworth I'd say @AmericanAir personally, but I may be biased. As for best pilot on twitter, has to be you.",,2017-05-12 01:21:28,
836259036148432897,American,TheKeetsTweets,"Just remembered, forgot to share my takeoff vid from @AmericanAir at @columbusairport (phone was in airplane mode,\u2026 https://t.co/kCFfVCKjm9",,2017-02-27 16:57:45,
812818186492149760,American,TheKeetsTweets,So apparently @BottleOfGlitter is a Flight Attendant now with @AmericanAir. (And a really good one too) #aa2347 https://t.co/oG3joNJzNY,"-97.079654,32.93183385",2016-12-25 00:32:11,"Grapevine, TX"
775052481701277696,American,TheKeetsTweets,@HillaryKillsU @AmericanAir I've never had a problem with AA.  Doesn't that make this a personal problem rather than a company-wide one?,,2016-09-11 19:24:46,
627939290916388865,American,TheKeetsTweets,"Maybe early, but here it is, my #WingSeatWednesday view from an @AmericanAir MD80 climbing out from @GoingPlacesCLE http://t.co/9nv8H6n7TN",,2015-08-02 20:29:28,
926436095528710144,Delta,dlpresidente,Ok @Delta the automatic check in feature is pretty cool. \U0001f60e,"-97.75472415000002,30.323345699999997",2017-11-03 13:09:12,"Austin, TX"
899307009434157057,Delta,dlpresidente,Thanks @Delta for giving me the heads up on my delayed flight! Really don't want to spend 5 hours at the airport \U0001f601.,"-100.0768885,31.168893500000003",2017-08-20 16:27:54,"Texas, USA"
431878857386647552,United,dlpresidente,Only an hour delay at O'hare airport...ill call that a win..for @united in Chicago thats pretty much on time.,,2014-02-07 19:55:18,
857801501242257409,Southwest,SaraPowell_13,RT @SouthwestAir: @ChampionCheerAS No that's what we call a send-off! Good luck. :) ^WB,,2017-04-28 03:39:49,
715672194492325889,Virgin America,dcwineguy,@VirginAmerica not wise to let some baked college kids design your new 'ample woman's bosoms in a bikini' logo... https://t.co/o0EKwpLvH3,,2016-03-31 22:48:42,
759894495588593665,Delta,Bigbry60,"So @Delta left my luggage in the US and I'm in Asia and have had only sweat pants, and @TommyJohn boxer briefs and t shirt for 48 hours.",,2016-07-31 23:32:20,
759459530719629312,Delta,Bigbry60,"I ask @Delta for an update in my baggage, the update I'm given is that it is on the same flight I currently am..I arrived 7 hours ago.",,2016-07-30 18:43:56,
759152658888421376,Delta,Bigbry60,@Delta I'm mid international flight and see my bag is not flying the same flights as me. Need assistance.,,2016-07-29 22:24:32,
851792251365806080,United,SteveIam4msu,@united https://t.co/CK4sqRmOY9,"-89.87644900000001,32.571032",2017-04-11 13:41:12,"Mississippi, USA"
851457831064788997,United,rltbme_Orlando,Was looking into booking a flight with #unitedAIRLINES for a trip to Colorado. Well...fuck that! So disgusted. \U0001f44e\U0001f3fc https://t.co/wzVOlK8O3t,,2017-04-10 15:32:20,
774431155013640192,United,katiecamp5,@yoda @united same,,2016-09-10 02:15:50,
811622545791315968,Delta,samanthachavez_,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF\u2026,,2016-12-21 17:21:08,
856939146161664001,American,redspireusnc,@G__Taylor @aairwaves now @AmericanAir,,2017-04-25 18:33:08,
825478936230498304,American,d_stew,"RT @massihmoayedi: Found out I can't fly to US ( I'm Canadian, born in Iran) b/c EO .@AmericanAir refused me a refund even though I booked\u2026",,2017-01-28 23:01:29,
808503301243359232,Delta,d_stew,".@Delta Did you block me? I don't understand why you don't reply about my lost item, but I'll keep trying. 140 characters X unlimited tweets",,2016-12-13 02:46:22,
837447408304930817,American,Tdave,"Ok, snacks at the gate: cool! @AmericanAir #delayinstyle","-80.8467855,35.209059",2017-03-02 23:39:55,"Charlotte, NC"
717829801520848896,American,Tdave,@AmericanAir   How do I get a copy of my receipt for recent travel? Can\u2019t find it anywhere on the web site,"-79.98068965,40.4313888",2016-04-06 21:42:15,"Pittsburgh, PA"
898601721680678912,JetBlue,DazzlingFox,@jetblue #jetblue #jetbluecustomerservice #trueblue #truebluefamilypooling #truebluepoints\u2026 https://t.co/9EdeV6JdDG,,2017-08-18 17:45:20,
927597712022917120,JetBlue,twodriftersxo,"RT @eatlivetraveldr: @funtravelchat A1: @JetBlue because comfy seats, @DunkinDonuts coffee and FREE WIFI #FunTravelChat https://t.co/e0NTAG\u2026",,2017-11-06 18:05:03,
887417040947916800,Delta,SherryGray,"@SteveBoyer5000 @AnnCoulter @Delta I disagree.  Delta, not unlike other airlines, sometimes act irrationally and ar\u2026 https://t.co/vW3DOnsyvz",,2017-07-18 21:01:24,
871548131141353474,American,ashlie,@AmericanAir Flight was cancelled... once on the plane... after waiting 6 hours. Now no customer service to help!?!?,"-80.94337971004553,35.219881427871556",2017-06-05 02:04:01,Charlotte Douglas International Airport (CLT)
742775417946308608,American,johnstonestreet,"Between delays, bumps, re-booking, gate changes, more delays,...all B4 noon  i'm wondering if it's Amateur hour at @AmericanAir @DFWAirport","-97.079654,32.93183385",2016-06-14 17:47:14,"Grapevine, TX"
561199394179919873,American,johnstonestreet,@AmericanAir   Not great when you get bumped from first to coach.  I paid for first,,2015-01-30 16:28:56,
822424981195853824,Southwest,trevorsooner,@TomiLahren as a FA for @SouthwestAir and a @USMC I'm always surprised as to how many PAX won't applaud when I thank military.,,2017-01-20 12:46:10,
654005185975422976,Southwest,trevorsooner,RT @twu_555: @SouthwestAir ground ops employees #TWU555 picketing opening of new HOU Int terminal. 10/15/2015 #BeThere http://t.co/XTVMEFsX\u2026,,2015-10-13 18:46:01,
865517399805579267,United,BrianLWheeler,@moody_meagan @united Safe flight! \U0001f6eb,,2017-05-19 10:40:03,
851576487425613824,United,agbutler666,"RT @SylviaNgSocial: This is how @United Airlines treat their paying customers by assaulting them to ""volunteer"" their seats. #united https:\u2026",,2017-04-10 23:23:50,
927976917206208512,United,achs_fred,"@Ray_Devlin @traveladdictKW @flywale @jumbo747pilot @united Yea the continental pilots did not want to use it, I ha\u2026 https://t.co/Zk4vf24JK9",,2017-11-07 19:11:52,
887318089662160897,Southwest,klpbirds,"Once again, @SouthwestAir is jetting me off to see @thedavidcook -- in ATL tonight! \U0001f6eb","-77.101999,38.8808445",2017-07-18 14:28:12,"Arlington, VA"
754381308428713988,Southwest,ewanmorgan,@SouthwestAir I was kidding . All good :),"-76.4816155,38.931078",2016-07-16 18:24:54,"Annapolis Neck, MD"
648149225503596544,Southwest,ewanmorgan,Hey #apple passbook/wallet no longer accept new boarding passes from @SouthwestAir,"-76.70463135,39.154153",2015-09-27 14:56:32,"Severn, MD"
590861480595214336,Southwest,ewanmorgan,@SouthwestAir well you may want to remind the staff at the airport that as they had no clue about it.,,2015-04-22 12:55:29,
881935599309119489,Southwest,TheLeeGreenwood,These guys are making sure I get to #Oklahoma in time for the show! Thanks @SouthwestAir ! https://t.co/shz2KAIpuS,,2017-07-03 18:00:07,
755279651459792900,American,TheLeeGreenwood,Just landed in #Dusseldorf - we can always count on @AmericanAir - one more hop to #Copenhagen!,,2016-07-19 05:54:35,
847550991419543552,Southwest,rachaelmariem88,@SouthwestAir your agent wasn't very helpful when we asked what the delay was. Rudely told us he couldn't talk to us unless right now...,"-78.74839885,42.9072065",2017-03-30 20:47:57,"Cheektowaga, NY"
880496241783656448,JetBlue,Lisa_Carolina,@JetBlue I have a complaint about 1 agent #Diane at #LasVegas Mccarren she made me pay for my carry-on that I brought from JFK to Vegas,,2017-06-29 18:40:37,
851494447443394560,United,AnitaKugler,RT @jonspaihts: @united A gentle suggestion: https://t.co/VhvFIc4QO3,,2017-04-10 17:57:50,
811652085573775360,Delta,s_amer20,RT @omgAdamSaleh: We got kicked out of a @Delta airplane because I spoke Arabic to my mom on the phone and with my friend slim... WTFFFFFFF\u2026,,2016-12-21 19:18:31,
876816213732716544,Delta,seandaniels,"@Delta platinum flier. got an earlier flight, phone agent said my bags would be moved, gate agent says no, can you help #4006940382","-84.47038855,33.63127765",2017-06-19 14:57:30,"College Park, GA"
848567397992759296,Delta,seandaniels,"@Delta They said we should just ask the other passengers to move. That's not first class service, that's us doing their job.",,2017-04-02 16:06:47,
853330301053001730,United,ll_kincses,RT @TrumpSacrifices: Send the #United Air cops to North Korea. Problem solved.,,2017-04-15 19:32:52,
733681906332508160,United,JohnDavidWQAD,"Throwback Friday from 2004-\nRemember this, Red Storm? #United Coming soon @wqad https://t.co/s94h1Hz0xC","-90.485725,41.4872265",2016-05-20 15:32:52,"Moline, IL"
888039150615633920,Delta,laurenruth_SF,@Delta This issue was finally resolved 4 days later.,,2017-07-20 14:13:27,
502616469059145728,Southwest,EBarProductions,I am so grateful to @SouthwestAir and the angel of a woman who rescued my hat from gordan biersche right before they closed the plane door.,,2014-08-22 00:41:19,
420578981218238464,Delta,emilyctruitt,Just literally got pulled off of our plane due to overbooking. Thank you SO much @delta #livid,,2014-01-07 15:33:37,
886007145640153089,United,harryh,@bmatheny @united Wow. Road warrior indeed. Rack up those frequent flying miles!,"-73.8311875,40.670879549999995",2017-07-14 23:38:59,"Queens, NY"
570680278869540865,United,DeckerBen,"@united  Are you trying to drive your loyalist away?  Adding a $250 charge, just to be on upgrade list for PS flights, terrible!",,2015-02-25 20:22:35,
473537683650662400,Southwest,DeckerBen,@AirCanada I would recommend you get the call back service on your phone line - when wait time is 34-55 min wait.  @SouthwestAir has it...,,2014-06-02 18:52:36,
178158240549441536,United,DeckerBen,Does @UnitedAirlines look at the complaints or concerns on twitter - especially from frequent United travelers?,,2012-03-09 16:40:09,
891119291608834048,American,maui1O,Wtf @AmericanAir,"-80.2333285,25.782353699999998",2017-07-29 02:12:49,"Miami, FL"
654396872509911040,Southwest,CraigSEsquire,Hope someone from @AmericanAir sees this article http://t.co/wTsCdqIyyB  @SouthwestAir nice job! That's why you kick off paying customers,"-71.0887125,42.3136695",2015-10-14 20:42:27,"Boston, MA"
648146767280799744,JetBlue,CraigSEsquire,#BestTimeEver #ScoreEvenMore with @JetBlue @Boston_Calling @CenterPlazaBOS what an amazing day! #chromeo #altj #misty http://t.co/vlYoe9IDmz,"-71.0887125,42.3136695",2015-09-27 14:46:45,"Boston, MA"
647887933215784960,JetBlue,CraigSEsquire,Thanks to #jetblue we've got the best seats in the house @BostonCalling!,,2015-09-26 21:38:15,
575865988970758144,JetBlue,CraigSEsquire,@JetBlue great except for the not so nice staff on Boston to Phoenix #interstellar was cool except for my wonky TV screen&amp; #cutoff @3 drinks,,2015-03-12 03:48:45,
522906807795478528,American,CraigSEsquire,@AmericanAir nightmare continues. Failed confirmation in DR waited 3 hours to fix eror Connect in NC to BOS delayed another 60 #worstairline,"-80.942544,35.2184894",2014-10-17 00:27:52,"Charlotte, NC"
521082181691904000,American,CraigSEsquire,@AmericanAir flight from Philly 2 punta cana. Hotel $200 missed day $250 food $100 transportation $70 = $620 of costs caused by AA decisions,"-75.245149,39.8779672",2014-10-11 23:37:28,"Philadelphia, PA"
868550965779193856,American,EdGlavin,@Eden_Eats @AmericanAir @andylassner That should definitely do it:),,2017-05-27 19:34:21,
813460536478220288,United,EdGlavin,@united thank u for listening. I know things go wrong. But people work hard in exchange for free time. U can do better. U must do better,"-118.4119065,34.0207895",2016-12-26 19:04:39,"Los Angeles, CA"
889438192147075072,JetBlue,Cinneviaa_Kayy,@JetBlue Flight number 1099,"-73.8311875,40.670879549999995",2017-07-24 10:52:44,"Queens, NY"
920741468083499013,Delta,DValentino16,RT @Yankees: Pack your bags for Houston! @Delta is flying two lucky fans to Game 6. \n\nRT for your chance to win #DeltaFlyAway. https://t.co\u2026,,2017-10-18 20:00:47,
915591433431662593,Delta,DValentino16,RT @Yankees: We\u2019ve teamed up with @Delta to send a lucky fan to ALDS Game 2 in CLE! \nRT for your chance to win #DeltaFlyAway.  https://t.co\u2026,,2017-10-04 14:56:23,
846761474362093569,JetBlue,alphaknight,"@dave0911 @JetBlue I feel ya, man. #BackAndForth #LoadedAndUnloaded #StillWaiting #JFK https://t.co/6lRrioT0na",,2017-03-28 16:30:42,
851646422038564864,United,SibsQueen,RT @Tyler_Bridges: @united @FoxNews @CNN not a good way to treat a Doctor trying to get to work because they overbooked https://t.co/sj9oHk\u2026,,2017-04-11 04:01:44,
837175421770715136,Southwest,AjayHolmes,"RT @SouthwestAir: @AjayHolmes Ah, home sweet home! Glad we could help get you there. :) ^BL",,2017-03-02 05:39:09,
811760047130710016,Southwest,AjayHolmes,Yep I'm really wearing it down the jet way to @SouthwestAir flight! https://t.co/C4R9ocQbQI,"-119.30660750000001,37.2691755",2016-12-22 02:27:31,"California, USA"
888977350569971712,United,sarahmacfee,.@united was a pretty hot mess today in Houston but Molly in Chicago on the help line was \U0001f64c\U0001f984\U0001f355. Give her a raise.,"-95.44648649999999,29.8384948",2017-07-23 04:21:31,"Houston, TX"
574054243969208322,United,BigCMoney43,@united one of the best airlines I've flown...fastest flight ever...some of the best pilots and my cousin is a pilot for u guys,,2015-03-07 03:49:31,
740345209872080896,American,Todd4Golf,Kudos to the Captain on AA1671 to BOS for telling jokes and entertaining us while delayed in PHL. Well done @AmericanAir.,,2016-06-08 00:50:27,
644126044526653440,JetBlue,Todd4Golf,On @JetBlue flight 1776 departing Philly to Boston. Can anyone tell me what's ironic about that? http://t.co/CUvcAQ3X4S,,2015-09-16 12:29:50,
611607158090825730,JetBlue,Todd4Golf,Thanks @JetBlue for the free TV so I could watch the @usopengolf on my flight from BOS to PHL today.,,2015-06-18 18:51:24,
601535475120283648,JetBlue,Todd4Golf,RT @JetBlue: @Todd4QBO We welcome you with open arms!,,2015-05-21 23:50:07,
346645666296102915,American,Debbiewideroe,"@AmericanAir It is of concern to cramp people even more, even for short hauls.  Surely these will be the cheapest\nseats.  @PeterSGreenberg",,2013-06-17 15:09:01,
346635103545483264,American,Debbiewideroe,"Seriously @AmericanAir! Squeezing even more seats on 737 &amp; MD80's! Passengers can't lose one inch of legroom. I say, fly other carriers!!!!",,2013-06-17 14:27:03,
886772390251855876,Delta,5helmetplay,@AnnCoulter @Delta First world problems. https://t.co/jUwei8Q1Ak,,2017-07-17 02:19:47,
915584404952698881,Delta,Joy_Marie08,RT @Yankees: We\u2019ve teamed up with @Delta to send a lucky fan to ALDS Game 2 in CLE! \nRT for your chance to win #DeltaFlyAway.  https://t.co\u2026,,2017-10-04 14:28:27,
816474178660560900,American,E_ROSE16,"@AmericanAir thanks. Don't open it, ok?",,2017-01-04 02:39:48,
821739022284423169,Southwest,menchacageorge,Off to Chicago flying @SouthwestAir \U0001f601\U0001f61c,"-95.040446,45.144254450000005",2017-01-18 15:20:24,"Willmar, MN"
902904523626184704,United,Kevin60550162,RT @FoxNews: .@united CEO Oscar Munoz vows to match Hurricane Harvey donations up to $1 million https://t.co/hrVu6JSjb2,,2017-08-30 14:43:08,
610218688244023297,American,Clflores20,Cancelled flight &amp;  no hotel accommodations! Worst company ever @AmericanAir,,2015-06-14 22:54:07,
908329578644561921,JetBlue,themoose0221,"RT @FlaPanthersCARE: Due to yesterday's success, @JetBlue is back @thebbtcenter with food trucks today from 11 am to 2 pm and 4 pm to 7 pm!\u2026",,2017-09-14 14:00:22,
850303617651363840,Delta,istaysmooth,@Delta @DeltaAssist no update or anything. What am I supposed to do? I am missing an important life event today and have no idea what's up,"-73.8494415,40.8503475",2017-04-07 11:05:54,"Bronx, NY"
862366838750978048,Southwest,RAWChefAndrea,@SouthwestAir WOW! How about you cover the trip and I'll youtube the wonderful awrvice\U0001f44d\U0001f3fbI just hit 3Million views via #YouTube,,2017-05-10 18:00:51,
927308235979264001,JetBlue,garreyf,@JetBlue : Another broken part=flight cancelled=not happy with JetBlue . Stranded in Pittsburgh.,"-80.22681365,40.52221715",2017-11-05 22:54:46,"Moon, PA"
